Exclude for Cover Analyses,State,Date,Block,Paddock,Plot,control Desc,Grazing,Fuelbreak/control,Spatial_arrangement,Seed Rate,Water,Species,Coating,Distance Along Transect_m,BRTE,percent BRTE,Introduced forbs,percent introduced forbs,Rock+Bare,SUM native grasses,SUM native forbs,SUM SD forb,Moss/Lichen/Crust,Litter,Rock,Bare,Height (cm),Native grass count (low data quality),BRTE count,Biomass of strip,Fuel Continuity of strip,Cover of strip,Notes,Notes about Plot 8 alternative experiment - refer to map if needed,sqrt(BRTE),1/var sqrt BRTE,Residual sqrt(BRTE),1/var percent BRTE,Residual percent BRTE,Residual Sqrt(BRTE count),1/var Height,Residual Sqrt(Introduced forbs),1/var Bare+Rock,Residual Rock+Bare
,NV,6/13/2019,three,7,C4E,C4E,Fall,control,na,na,na,na,na,,56,72.72727273,19,24.67532468,24,0,0,2,0,1,0,24,32,0,102,5,5,5,,,7.483314774,0.373068786,1.579342118,0.002739843,17.38867716,3.601047597,0.019162182,-0.299596242,0.002363358,-12.77777778
,NV,6/20/2019,three,8,kochia 2x,,Ungrazed,greenstrip,na,na,no water,na,na,10,10,52.63157895,8,42.10526316,82,0,0,1,0,1,2,80,13,0,8,2,1,1,,~1/2 E fell w/in other experiment at ~27m noticible drop mowed rows; pole with flagging tape at SW side of plot,3.16227766,0.274048306,-2.477433781,0.002688175,-5.11328178,-3.481564996,0.013893113,-0.982425759,0.002079164,37.68793534
,NV,6/17/2019,three,8,mix high water,,Ungrazed,greenstrip,mix,high,water,na,C,54,70,95.89041096,1,1.369863014,25,0,0,2,3,1,0,25,26,0,74,3,5,5,54m - blackish/dark green crust sprinkled throughout especially in cracks; 3 ELEL at 55-56m ~6m S,,8.366600265,0.274048306,2.726888824,0.002688175,38.14555023,2.292333147,0.013893113,-2.810852883,0.002079164,-19.31206466
,NV,6/7/2019,two,4,C6E,C6E,Spring,control,na,na,na,na,na,,11,36.06557377,11,36.06557377,70,8,0.5,0,0,2,0,70,25,17,23,4,5,5,,,3.31662479,0.476449874,-2.12881506,0.003546768,-18.69408633,-0.795000276,0.019227796,-1.005282637,0.002942134,23.06930867
,NV,6/8/2019,two,4,mono high,,Spring,greenstrip,mono,high,no water,ELTR,C,6,25,51.02040816,8,16.32653061,53,16,0,0,0,0.5,1,52,29,11,16,4,5,5,,,5,0.476449874,-0.548727226,0.003546768,-4.641009764,-1.867356727,0.019227796,-1.413157831,0.002942134,7.828392483
,NV,6/9/2019,two,5,C2,C2,Fall,control,na,na,na,na,na,,25,39.68253968,33,52.38095238,38.5,4,0,1,0,1,0.5,38,37,16,28,5,5,5,,,5,0.373068786,-0.903972656,0.002739843,-15.65605589,-1.206954719,0.019162182,1.086067461,0.002363358,1.722222222
,NV,6/10/2019,two,5,mono high,,Fall,greenstrip,mono,high,no water,ELTR,UC,46,24,51.06382979,20,42.55319149,55,0,3,0,0,0.5,3,52,33,0,29,4,5,5,,,4.898979486,0.373068786,-0.992298989,0.002739843,-7.589881745,-0.949852756,0.019162182,0.173802512,0.002363358,11.45376465
,NV,6/11/2019,two,6,C3,C3,Ungrazed,control,na,na,na,na,na,,28,45.52845529,32,52.03252033,40,0.5,0,1,0,1,0,40,30,1,18,5,5,5,,,5.291502622,0.274048306,-0.71562825,0.002688175,-13.78154865,-2.585617622,0.013893113,1.520291259,0.002079164,-1.25
,NV,6/10/2019,two,6,C5W,C5W,Ungrazed,control,na,na,na,na,na,,29,49.15254237,19,32.20338983,42.5,2,0,9,0,1,0.5,42,29,1,54,5,5,5,,,5.385164807,0.274048306,-0.621966065,0.002688175,-10.15746156,0.520210919,0.013893113,0.222335953,0.002079164,1.25
,NV,6/10/2019,two,6,C6E,C6E,Ungrazed,control,na,na,na,na,na,,28,54.90196078,22,43.1372549,50.5,0,0,1,0,1,0.5,50,29,0,49,4,5,5,,,5.291502622,0.274048306,-0.71562825,0.002688175,-4.408043153,0.171741691,0.013893113,0.553852769,0.002079164,9.25
,NV,6/10/2019,two,6,mono low,,Ungrazed,greenstrip,mono,low,no water,ELEL,C,14,63,69.23076923,15,16.48351648,9.5,0,1,12,0,2,0.5,9,36,0,37,5,5,5,delphinium in 10x10cm BRTE corner,,7.937253933,0.274048306,2.297542492,0.002688175,11.4859085,-0.22722959,0.013893113,0.062130463,0.002079164,-34.81206466
,NV,6/15/2019,three,7,mono low,,Fall,greenstrip,mono,low,no water,POSE,UC,41,32,64.64646465,15,30.3030303,52.5,0.5,1,1,0,0.5,0.5,52,24,0,56,5,5,5,,,5.65685425,0.373068786,-0.234424226,0.002739843,5.992753115,1.14829721,0.019162182,-0.425350096,0.002363358,8.953764649
,NV,6/20/2019,three,8,mix low,,Ungrazed,greenstrip,mix,low,no water,na,UC,46,0,0,8,84.21052632,90,0.5,0,1,0,3,1,89,10,1,11,2,2,1,,,0,0.274048306,-5.639711441,0.002688175,-57.74486073,-2.99336733,0.013893113,-0.982425759,0.002079164,45.68793534
,NV,6/19/2019,three,8,mono high,,Ungrazed,greenstrip,mono,high,no water,VUMI,C,14,72,82.75862069,8,9.195402299,15,0,0,7,0,0.5,0,15,32,0,82,5,5,5,,,8.485281374,0.274048306,2.845569933,0.002688175,25.01375996,2.745393018,0.013893113,-0.982425759,0.002079164,-29.31206466
,NV,6/19/2019,three,8,mono high,,Ungrazed,greenstrip,mono,high,no water,ELEL,C,18,68,80.95238095,8,9.523809524,18,0,0,8,0,0.5,0,18,32,0,106,4,5,5,large poa ~1/4m from SE corner of quad,,8.246211251,0.274048306,2.60649981,0.002688175,23.20752023,3.985638021,0.013893113,-0.982425759,0.002079164,-26.31206466
,NV,6/18/2019,three,8,mono low,,Ungrazed,greenstrip,mono,low,no water,ELTR,UC,42,19,63.33333333,5,16.66666667,72,1,2,3,0,0.5,0,72,20,0,18,3,5,4,mentzelia for native forbs,,4.358898944,0.274048306,-1.280812497,0.002688175,5.588472606,-2.067351433,0.013893113,-1.574784906,0.002079164,27.68793534
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,ELTR,C,58,15,34.88372093,27,62.79069767,59,0,0,1,0,0.5,1,58,30,0,62,4,5,5,,~1/2 of N 1/2 fell on tire track/flattened,3.872983346,0.274048306,-1.766728095,0.002688175,-22.8611398,1.564015754,0.013893113,1.385299539,0.002079164,14.68793534
,NV,6/22/2019,three,9,mix low water,,Spring,greenstrip,mix,low,water,na,UC,46,62,79.48717949,12,15.38461538,24,1,0,3,0,0.5,1,23,27,0,40,4,5,4,,,7.874007874,0.476449874,2.325280649,0.003546768,23.82576156,0.457198594,0.019227796,-0.77748334,0.002942134,-21.17160752
,NV,6/21/2019,three,9,mono high water,,Spring,greenstrip,mono,high,water,VUMI,C,6,27,45.76271186,16,27.11864407,43,14,0,2,0,0.5,3,40,20,5,27,4,4,4,,,5.196152423,0.476449874,-0.352574803,0.003546768,-9.898706062,-0.671204304,0.019227796,-0.241584955,0.002942134,-2.171607517
,NV,6/9/2019,two,5,C5,C5,Fall,control,na,na,na,na,na,,27,50.46728972,5,9.345794393,49,1,20,0.5,0,0.5,1,48,28,2,19,4,5,5,,,5.196152423,0.373068786,-0.707820233,0.002739843,-4.871305851,-2.139558398,0.019162182,-2.422427208,0.002363358,12.22222222
,NV,6/9/2019,two,5,herbicide,,Fall,herbicide,na,na,no water,na,na,10,0,0,27,100,76,0,0,0,0,0,1,75,9,0,0,1,1,1,no BRTE in whole quadrat,,0,0.373068786,-2.023486907,0.002739843,-29.04836515,-1.14986893,0.019162182,1.686047093,0.002363358,-10.91359834
,NV,6/9/2019,two,5,mix high,,Fall,greenstrip,mix,high,no water,na,UC,6,28,43.75,29,45.3125,38.5,7,0,0,0,0.5,0.5,38,32,7,31,4,5,5,,,5.291502622,0.373068786,-0.599775853,0.002739843,-14.90371153,-0.767253201,0.019162182,1.086831365,0.002363358,-5.046235351
,NV,6/10/2019,two,5,mono high,,Fall,greenstrip,mono,high,no water,POSE,C,6,28,54.90196078,12,23.52941176,51,2,6,3,0,1,2,49,27,6,36,4,5,5,,,5.291502622,0.373068786,-0.599775853,0.002739843,-3.751750747,-0.335017563,0.019162182,-0.834231827,0.002363358,7.453764649
,NV,n/a,three,7,mix low,,Fall,greenstrip,mix,low,no water,na,UC,13,40,61.53846154,24,36.92307692,36.5,0,0,1,0.5,1,0.5,36,56,0,67,5,5,5,can't read date of data collection; Poa at ~1m S. of quadrat,,6.32455532,0.373068786,0.433276845,0.002739843,2.884750007,1.850335209,0.019162182,0.600646043,0.002363358,-7.046235351
,NV,6/17/2019,three,8,mono high water,,Ungrazed,greenstrip,mono,high,water,ELTR,C,6,41,65.07936508,14,22.22222222,39,0,0,8,0,1,0,39,25,0,27,5,5,5,,,6.403124237,0.274048306,0.763412797,0.002688175,7.334504352,-1.113839698,0.013893113,-0.069195497,0.002079164,-5.312064661
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,POFE,UC,14,18,64.28571429,7,25,73,0,1,2,0,2,0,73,21,0,47,4,5,4,mentzelia; 1 large and 1 med Poa at 15m; delphinium was native forb,,4.242640687,0.274048306,-1.397070754,0.002688175,6.540853559,0.54566248,0.013893113,-1.165101572,0.002079164,28.68793534
,NV,n/a,three,9,C6E,C6E,Spring,control,na,na,na,na,na,,17,22.07792208,58,75.32467532,25.5,2,0,0,0,0.5,0.5,25,15,0,16,3,4,3,,,4.123105626,0.476449874,-1.322334225,0.003546768,-32.68173802,-1.590831799,0.019227796,3.293865678,0.002942134,-21.43069133
,NV,6/1/2019,one,1,herbicide,,Fall,herbicide,na,na,no water,na,na,10,3,42.85714286,4,57.14285714,96,0,0,0,0,0.5,1,95,16,0,0,1,1,1,,,1.732050808,0.373068786,-0.291436099,0.002739843,13.80877771,-1.14986893,0.019162182,-1.51010533,0.002363358,9.08640166
,NV,6/4/2019,one,2,C6E,C6E,Spring,control,na,na,na,na,na,,30,90.90909091,0,0,70,3,0,0,0,0.5,0,70,16,3,17,3,4,4,,,5.477225575,0.476449874,0.031785724,0.003546768,36.14943081,-1.467726174,0.019227796,-4.321907427,0.002942134,23.06930867
,NV,6/5/2019,one,2,mono low,,Spring,greenstrip,mono,low,no water,ELTR,UC,14,25,67.56756757,10,27.02702703,66,0,2,0,0,0.5,1,65,21,0,19,4,5,5,,,5,0.476449874,-0.548727226,0.003546768,11.90614964,-1.508457783,0.019227796,-1.079307295,0.002942134,20.82839248
,NV,6/8/2019,two,4,mono high,,Spring,greenstrip,mono,high,no water,VUMI,UC,46,49,68.05555556,23,31.94444444,31,0,0,0,0,0.5,0,31,30,0,82,5,5,5,,,7,0.476449874,1.451272775,0.003546768,12.39413763,3.188028412,0.019227796,0.554246568,0.002942134,-14.17160752
,NV,6/10/2019,two,5,mono high,,Fall,greenstrip,mono,high,no water,VUMI,UC,54,32,59.81308411,15,28.03738318,50,0.5,1,5,0,0,1,49,28,2,73,5,5,5,,,5.65685425,0.373068786,-0.234424226,0.002739843,1.15937258,2.208986182,0.019162182,-0.425350096,0.002363358,6.453764649
,NV,6/20/2019,three,8,herbicide water,,Ungrazed,herbicide,na,na,water,na,na,10,5,31.25,10,62.5,85.5,0,0,1,0,2,0.5,85,17,0,8,1,2,1,50x50cm for BRTE count (bunches),corner of other experiment and pole with flagging tape near SW side of plot,2.236067978,0.274048306,-1.386374531,0.002688175,-11.19097282,-0.912771524,0.013893113,-0.375635104,0.002079164,11.90596652
,NV,6/17/2019,three,8,mono high water,,Ungrazed,greenstrip,mono,high,water,ELTR,UC,42,75,90.36144578,6,7.228915663,20,0,0,2,0,0.5,0,20,23,0,91,4,5,5,,,8.660254038,0.274048306,3.020542597,0.002688175,32.61658506,3.229399894,0.013893113,-1.361363141,0.002079164,-24.31206466
,NV,6/23/2019,three,9,C4E,C4E,Spring,control,na,na,na,na,na,,15,39.47368421,13,34.21052632,60.5,10,0,0,5,0,0.5,60,36,3,24,3,4,3,"unmarked and couldn't find mono high stakes to measure from, therefore used mono high points within 0m on GPS",,3.872983346,0.476449874,-1.572456505,0.003546768,-15.28597589,-0.691852314,0.019227796,-0.716356152,0.002942134,13.56930867
,NV,6/2/2019,one,1,mix low,,Fall,greenstrip,mix,low,no water,na,C,54,48,75,13,20.3125,40,2,0,1,0,0,0,40,23,3,29,4,5,5,,,6.92820323,0.373068786,1.036924755,0.002739843,16.34628847,-0.949852756,0.019162182,-0.692782167,0.002363358,-3.546235351
,NV,6/4/2019,one,2,C1W,C1W,Spring,control,na,na,na,na,na,,19,37.25490196,29,56.8627451,52,3,0,0,0,1,19,33,15,4,6,3,4,3,,,4.358898944,0.476449874,-1.086540907,0.003546768,-17.50475814,-3.141342057,0.019227796,1.06325738,0.002942134,5.069308672
,NV,6/10/2019,two,5,mix low,,Fall,greenstrip,mix,low,no water,na,C,14,27,43.90243902,18,29.26829268,42,16,0,0.5,0,0.5,1,41,34,23,75,4,5,5,,,5.196152423,0.373068786,-0.695126052,0.002739843,-14.75127251,2.325236475,0.019162182,-0.055692755,0.002363358,-1.546235351
,NV,6/10/2019,two,6,mono low,,Ungrazed,greenstrip,mono,low,no water,ELTR,UC,42,57,74.02597403,18,23.37662338,26,0,0,2,0,1,1,25,41,0,62,5,5,5,,,7.549834435,0.274048306,1.910122994,0.002688175,16.2811133,1.564015754,0.013893113,0.431787804,0.002079164,-18.31206466
,NV,6/10/2019,two,6,mono low,,Ungrazed,greenstrip,mono,low,no water,ELEL,UC,58,31,51.66666667,27,45,43,0,0,2,0,1,2,41,39,0,15,5,5,5,,,5.567764363,0.274048306,-0.071947078,0.002688175,-6.078194061,-2.437008774,0.013893113,1.385299539,0.002079164,-1.312064661
,NV,6/18/2019,three,8,C2,C2,Ungrazed,control,na,na,na,na,na,,50,62.5,27,33.75,23,0,0,3,0,1,0,23,27,0,96,5,5,5,,tire tracks may run through transect (see map),7.071067812,0.274048306,1.06393694,0.002688175,3.189996063,2.969700662,0.013893113,1.059589432,0.002079164,-18.25
,NV,6/19/2019,three,8,herbicide,,Ungrazed,herbicide,na,na,no water,na,na,10,4,36.36363636,4,36.36363636,91,0,0,3,1,1,0,91,10,0,5,1,1,1,sm ELTR ~1/4m from NE corner of quad; 50x50 (1/4 quad) for BRTE count; orange and reddish specks of crust dusted throughout,Map shows tire tracks running through plot from NW to SE,2,0.274048306,-1.622442509,0.002688175,-6.077336456,-1.505130671,0.013893113,-1.537912764,0.002079164,17.40596652
,NV,6/17/2019,three,8,kochia 2x water,,Ungrazed,greenstrip,na,na,water,na,na,10,46,60.52631579,29,38.15789474,27,0,0.5,0.5,0,1,0,27,0,0,54,5,5,5,,,6.782329983,0.274048306,1.142618542,0.002688175,2.781455062,1.038477108,0.013893113,1.574311924,0.002079164,-17.31206466
,NV,6/19/2019,three,8,mono high,,Ungrazed,greenstrip,mono,high,no water,POSE,C,10,68,75.55555556,10,11.11111111,13,4,0,8,0,1,0,13,31,0,117,4,5,5,,,8.246211251,0.274048306,2.60649981,0.002688175,17.81069483,4.506661706,0.013893113,-0.648575223,0.002079164,-31.31206466
,NV,6/19/2019,three,8,mono high,,Ungrazed,greenstrip,mono,high,no water,VUMI,UC,54,30,54.05405405,25,45.04504505,48,0,0,0.5,0,0.5,0,48,28,0,54,5,5,5,,,5.477225575,0.274048306,-0.162485866,0.002688175,-3.690806673,1.038477108,0.013893113,1.189147117,0.002079164,3.687935339
,NV,6/17/2019,three,8,mono high water,,Ungrazed,greenstrip,mono,high,water,ELEL,C,17,30,56.07476636,23,42.99065421,48.5,0,0,0.5,0,2,0.5,48,27,0,52,3,5,4,rows of Poa at 29m W and S of tape.,,5.477225575,0.274048306,-0.162485866,0.002688175,-1.670094372,0.901110431,0.013893113,0.98497864,0.002079164,4.187935339
,NV,6/18/2019,three,8,mono low,,Ungrazed,greenstrip,mono,low,no water,ELEL,UC,58,20,41.66666667,19,39.58333333,55,0,9,0,0,1,0,55,22,0,42,4,4,5,delphinium and mentzelia and MATA for native forbs,,4.472135955,0.274048306,-1.167575486,0.002688175,-16.07819406,0.170748578,0.013893113,0.54804606,0.002079164,10.68793534
,NV,6/22/2019,three,9,C6,C6,Spring,control,na,na,na,na,na,,55,56.70103093,42,43.29896907,6,0,0,0,0,1,0,6,47,0,61,5,5,5,,,7.416198487,0.476449874,1.970758636,0.003546768,1.941370827,2.219417877,0.019227796,2.158833271,0.002942134,-40.93069133
,NV,6/20/2019,three,9,herbicide,,Spring,herbicide,na,na,no water,na,na,50,13,57.77777778,8,35.55555556,80.5,1,0,0.5,0,1,0.5,80,27,0,6,2,2,1,,,3.605551276,0.476449874,1.67129273,0.003546768,39.37416977,0.871366833,0.019227796,-1.869973122,0.002942134,6.416666667
,NV,6/23/2019,three,9,mix high water,,Spring,greenstrip,mix,high,water,na,C,14,20,50,18,45,61,1,0,1,2,1,6,55,28,1,39,4,4,4,,,4.472135955,0.476449874,-1.076591271,0.003546768,-5.661417927,0.377641272,0.019227796,0.001055732,0.002942134,15.82839248
,NV,6/22/2019,three,9,mix low water,,Spring,greenstrip,mix,low,water,na,C,6,40,56.33802817,29,40.84507042,32,1,0,1,0,1,2,30,29,2,56,4,5,4,50+ sm-large poa and a few ELEL NW of NE stake,,6.32455532,0.476449874,0.775828095,0.003546768,0.676610242,1.615958047,0.019227796,1.143579852,0.002942134,-13.17160752
,NV,6/1/2019,one,1,C5,C5,Fall,control,na,na,na,na,na,na,41,51.25,26,32.5,24,12,0,1,0,0.5,0,24,22,9,39,4,5,5,,,6.403124237,0.373068786,0.499151582,0.002739843,-4.088595571,-0.253459343,0.019162182,0.440524328,0.002363358,-12.77777778
,NV,6/4/2019,one,2,mono high,,Spring,greenstrip,mono,high,no water,ELEL,UC,50,24,85.71428571,3,10.71428571,76,0.5,0,0.5,0,0.5,1,75,17,1,14,4,4,3,4 ELEL next to sampling between 48m-50m (picture),,4.898979486,0.476449874,-0.64974774,0.003546768,30.05286779,-2.12569934,0.019227796,-2.509534148,0.002942134,30.82839248
,NV,6/7/2019,one,3,mono high,,Ungrazed,greenstrip,mono,high,no water,POSE,UC,58,38,71.69811321,10,18.86792453,50,3,1,1,0.5,1,2,48,17,2,21,4,5,5,partially on old 'road',,6.164414003,0.274048306,0.524702562,0.002688175,13.95325248,-1.727416425,0.013893113,-0.648575223,0.002079164,5.687935339
,NV,6/8/2019,two,4,mono high,,Spring,greenstrip,mono,high,no water,ELTR,UC,54,37,58.73015873,25,39.68253968,40.5,0,0.5,0.5,0,1,0.5,40,42,1,44,4,5,5,hole in SW corner at 54m,,6.08276253,0.476449874,0.534035305,0.003546768,3.068740803,0.765892854,0.019227796,0.758415045,0.002942134,-4.671607517
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,POSE,UC,46,19,40.86021505,25,53.76344086,57,1,0.5,1,0,1,0,57,30,2,65,5,5,5,,,4.358898944,0.476449874,-1.189828282,0.003546768,-14.80120287,2.194901022,0.019227796,0.758415045,0.002942134,11.82839248
,NV,6/13/2019,three,7,mono high,,Fall,greenstrip,mono,high,no water,POSE,UC,18,46,47.66839378,48,49.74093264,7.5,0.5,0,2,0,0.5,0.5,7,35,3,97,5,5,5,,,6.782329983,0.373068786,0.891051508,0.002739843,-10.98531775,3.513840238,0.019162182,2.629869788,0.002363358,-36.04623535
,NV,6/20/2019,three,8,C5W,C5W,Ungrazed,control,na,na,na,na,na,,30,56.60377359,12,22.64150943,50.5,10,0,1,0,1,0.5,50,28,0,40,4,5,4,fell along/in ditch; 5 med-large ELEL and 10+ sm-med poa within couple meter radius,,5.477225575,0.274048306,-0.529905297,0.002688175,-2.706230352,-0.503702989,0.013893113,-0.672461376,0.002079164,9.25
,NV,6/19/2019,three,8,herbicide,,Ungrazed,herbicide,na,na,no water,na,na,50,4,36.36363636,5,45.45454545,92.5,0,0,2,0.5,0.5,0.5,92,9,0,3,2,1,1,50x50 for BRTE count; grayish/orange patches of fuzzy crust,,2,0.274048306,-1.622442509,0.002688175,-6.077336456,-2.009147841,0.013893113,-1.301844786,0.002079164,18.90596652
,NV,6/18/2019,three,8,mono low,,Ungrazed,greenstrip,mono,low,no water,POFE,UC,54,33,48.88888889,24,35.55555556,36,0.5,0,10,0.5,0.5,0,36,28,1,56,3,5,4,,,5.744562647,0.274048306,0.104851206,0.002688175,-8.855971838,1.173322653,0.013893113,1.088126602,0.002079164,-8.312064661
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,VUMI,UC,2,40,71.42857143,16,28.57142857,48,0,0,0,0,0.5,0,48,29,0,61,5,5,5,,Map shows tire tracks running through plot from NW to SE,6.32455532,0.274048306,0.684843879,0.002688175,13.6837107,1.500257556,0.013893113,0.189147117,0.002079164,3.687935339
,NV,6/23/2019,three,9,C5,C5,Spring,control,na,na,na,na,na,,17,45.33333333,19,50.66666667,65,0,0.5,1,0,2,0,65,29,0,15,3,4,3,microsteris is native forb,,4.123105626,0.476449874,-1.322334225,0.003546768,-9.426326767,-1.717848453,0.019227796,0.036991516,0.002942134,18.06930867
,NV,6/21/2019,three,9,mono low,,Spring,greenstrip,mono,low,no water,ELTR,UC,42,62,77.5,13,16.25,24,0,0,5,0,0.5,4,20,28,0,79,5,5,5,,,7.874007874,0.476449874,2.325280649,0.003546768,21.83858207,3.020837691,0.019227796,-0.63603368,0.002942134,-21.17160752
,NV,6/4/2019,one,1,mono high,,Fall,greenstrip,mono,high,no water,POFE,C,18,20,70.1754386,8,28.07017544,76,0,0,0.5,0,0.5,0,76,19,0,2,3,4,4,,,4.472135955,0.373068786,-1.41914252,0.002739843,11.52172707,-4.920804001,0.019162182,-1.469906318,0.002363358,32.45376465
,NV,5/31/2019,one,1,mono high water,,Fall,greenstrip,mono,high,water,POSE,UC,18,70,88.60759494,8,10.12658228,25,1,0,0,0,1,0,25,30,2,31,3,3,4,,,8.366600265,0.373068786,2.47532179,0.002739843,29.95388341,-0.767253201,0.019162182,-1.469906318,0.002363358,-18.54623535
,NV,6/1/2019,one,1,mono low water,,Fall,greenstrip,mono,low,water,VUMI,C,10,40,79.20792079,9,17.82178218,53.5,1,0.5,0,0,1,0.5,53,15,1,43,4,5,5,,,6.32455532,0.373068786,0.433276845,0.002739843,20.55420926,0.222420961,0.019162182,-1.298333443,0.002363358,9.953764649
,NV,6/4/2019,one,2,C3,C3,Spring,control,na,na,na,na,na,,40,78.43137255,9,17.64705882,53.5,2,0,0,0,0.5,0.5,53,23,4,18,5,5,5,,,6.32455532,0.476449874,0.87911547,0.003546768,23.67171245,-1.348191112,0.019227796,-1.321907427,0.002942134,6.569308672
,NV,6/4/2019,one,2,mono high,,Spring,greenstrip,mono,high,no water,ELTR,UC,54,25,76.92307692,3,9.230769231,71.5,2,0.5,2,0.5,0.5,0.5,71,18,0,39,3,5,4,,,5,0.476449874,-0.548727226,0.003546768,21.261659,0.377641272,0.019227796,-2.509534148,0.002942134,26.32839248
,NV,6/11/2019,two,6,herbicide,,Ungrazed,herbicide,na,na,no water,na,na,10,28,57.14285714,18,36.73469388,55,0,0,3,0,1,3,52,42,0,64,3,4,4,,,5.291502622,0.274048306,1.669060114,0.002688175,14.70188432,4.258801351,0.013893113,0.704727923,0.002079164,-18.59403348
,NV,6/11/2019,two,6,mix high,,Ungrazed,greenstrip,mix,high,no water,na,C,14,15,55.55555556,7,25.92592593,78,5,0,0,0,0,5,73,24,9,23,4,5,5,,,3.872983346,0.274048306,-1.766728095,0.002688175,-2.189305172,-1.514160597,0.013893113,-1.165101572,0.002079164,33.68793534
,NV,6/19/2019,three,8,mono low water,,Ungrazed,greenstrip,mono,low,water,POFE,C,46,24,85.71428571,3,10.71428571,75,0,0.5,0.5,0,2,0,75,19,0,92,4,4,4,,,4.898979486,0.274048306,-0.740731955,0.002688175,27.96942499,3.281670926,0.013893113,-2.078802076,0.002079164,30.68793534
,NV,6/23/2019,three,9,C4,C4,Spring,control,na,na,na,na,na,,32,68.8172043,9,19.35483871,57,5,0,0.5,0.5,1,2,55,28,2,84,5,4,4,"unmarked in GPS and no sign of stakes, therefore paced out from bottom of mix high water",,5.65685425,0.476449874,0.211414399,0.003546768,14.0575442,3.574319591,0.019227796,-1.321907427,0.002942134,10.06930867
,NV,6/21/2019,three,9,mono high water,,Spring,greenstrip,mono,high,water,ELTR,UC,46,30,63.15789474,17,35.78947368,56,0,0,0.5,0.5,1,3,53,24,0,20,4,5,4,10+ sm-large poa at ~48m (~3m to the N),,5.477225575,0.476449874,-0.07150165,0.003546768,7.49647681,-1.395220772,0.019227796,-0.11847933,0.002942134,10.82839248
,NV,6/1/2019,one,1,herbicide,,Fall,herbicide,na,na,no water,na,na,50,6,66.66666667,3,33.33333333,96,0,0,0,0,0.5,2,94,13,0,1,1,1,1,"moved location due to hole, centered at 51m",,2.449489743,0.373068786,0.426002836,0.002739843,37.61830152,-0.14986893,0.019162182,-1.778054522,0.002363358,9.08640166
,NV,6/5/2019,one,2,mono low,,Spring,greenstrip,mono,low,no water,POFE,C,50,30,62.5,12,25,57,6,0,0,0,0.5,2,55,29,2,29,4,5,4,,,5.477225575,0.476449874,-0.07150165,0.003546768,6.838582073,-0.48219192,0.019227796,-0.77748334,0.002942134,11.82839248
,NV,6/8/2019,two,4,mono low,,Spring,greenstrip,mono,low,no water,VUMI,C,2,36,53.33333333,28,41.48148148,38,0,0.5,3,0,0,0,38,26,0,42,4,5,5,,,6,0.476449874,0.451272775,0.003546768,-2.328084594,0.613383972,0.019227796,1.049917667,0.002942134,-7.171607517
,NV,6/21/2019,three,9,C2,C2,Spring,control,na,na,na,na,na,,48,65.75342466,24,32.87671233,32,0,0,1,0,0.5,4,28,34,0,26,5,5,5,10+ sm-med poa and 1 med ELEL all within a couple me of N post,,6.92820323,0.476449874,1.48276338,0.003546768,10.99376456,-0.491812286,0.019227796,0.577072058,0.002942134,-14.93069133
,NV,6/23/2019,three,9,C5W,C5W,Spring,control,na,na,na,na,na,,18,38.29787234,27,57.44680851,55.5,2,0,0,0,3,0.5,55,30,0,57,5,5,4,25+ count sm-med poa ~3m W,,4.242640687,0.476449874,-1.202799164,0.003546768,-16.46178776,1.959002636,0.019227796,0.874244995,0.002942134,8.569308672
,NV,6/7/2019,one,3,mix low,,Ungrazed,greenstrip,mix,low,no water,na,C,54,37,50.68493151,16,21.91780822,32.5,20,0,0,0.5,0,0.5,32,36,6,36,5,5,5,,,6.08276253,0.274048306,0.443051089,0.002688175,-7.05992922,-0.30999212,0.013893113,0.189147117,0.002079164,-11.81206466
,NV,6/8/2019,two,4,herbicide,,Spring,herbicide,na,na,no water,na,na,50,4,14.28571429,23,82.14285714,77.5,0,1,0,0,0.5,0.5,77,22,0,2,1,1,1,5% cow patty 50m; 2 BRTE in whole 50x50 corner,,2,0.476449874,0.065741454,0.003546768,-4.117893718,-0.163909347,0.019227796,0.097431277,0.002942134,3.416666667
,NV,6/10/2019,two,5,mono high,,Fall,greenstrip,mono,high,no water,POSE,UC,42,21,75,4,14.28571429,77,2,0,1,0,1,1,76,18,8,31,5,5,5,,,4.582575695,0.373068786,-1.30870278,0.002739843,16.34628847,-0.767253201,0.019162182,-2.298333443,0.002363358,33.45376465
,NV,6/10/2019,two,6,C5,C5,Ungrazed,control,na,na,na,na,na,,23,41.81818182,27,49.09090909,50,3,0,2,0,1,1,49,28,0,29,4,5,5,,,4.795831523,0.274048306,-1.211299348,0.002688175,-17.49182212,-1.443093502,0.013893113,1.059589432,0.002079164,8.75
,NV,n/a,three,7,mix low,,Fall,greenstrip,mix,low,no water,na,C,54,18,37.5,29,60.41666667,56,0,0,1,0,2,1,55,33,0,16,5,5,4,can't read date of data collection,,4.242640687,0.373068786,-1.648637788,0.002739843,-21.15371153,-2.335017563,0.019162182,1.086831365,0.002363358,12.45376465
